term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf,mean_tfidf
ogdens,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,ogden,ogden,ogd,2.298853076409707,8.43213540846461e-05
firewhiskey,1,8.942408208415342e-07,20.092833259818953,11,NNP,1,{'NNP'},0,firewhiskey,firewhiskey,firewhiskey,2.298853076409707,8.43213540846461e-05
performs,1,8.942408208415342e-07,20.092833259818953,8,VBZ,1,{'VBZ'},0,perform,perform,perform,2.298853076409707,3.1221690566477074e-05
jumbo,1,8.942408208415342e-07,20.092833259818953,5,JJ,1,{'JJ'},0,jumbo,jumbo,jumbo,2.298853076409707,3.1221690566477074e-05
undrunk,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,undrunk,undrunk,undrunk,2.298853076409707,5.180280497576913e-05
170,1,8.942408208415342e-07,20.092833259818953,3,CD,1,{'CD'},0,170,170,170,2.298853076409707,3.1221690566477074e-05
half-octave,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,half-octav,half-octav,half-octave,2.298853076409707,3.1221690566477074e-05
jinks,1,8.942408208415342e-07,20.092833259818953,5,NNS,1,{'NNS'},0,jink,jink,jink,2.298853076409707,3.1221690566477074e-05
unbecoming,1,8.942408208415342e-07,20.092833259818953,10,VBG,1,{'VBG'},0,unbecom,unbecom,unbecom,2.298853076409707,3.1221690566477074e-05
racketing,1,8.942408208415342e-07,20.092833259818953,9,VBG,1,{'VBG'},0,racket,racket,racket,2.298853076409707,3.1221690566477074e-05
weirder,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,weirder,weirder,weird,2.298853076409707,3.1221690566477074e-05
precede,1,8.942408208415342e-07,20.092833259818953,7,VB,1,{'VB'},0,preced,preced,prec,2.298853076409707,3.1221690566477074e-05
cadge,1,8.942408208415342e-07,20.092833259818953,5,VB,1,{'VB'},0,cadg,cadg,cadg,2.298853076409707,3.1221690566477074e-05
still-empty,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,still-empti,still-empti,still-empty,2.298853076409707,3.1221690566477074e-05
oblansk,1,8.942408208415342e-07,20.092833259818953,7,NNP,1,{'NNP'},0,oblansk,oblansk,oblansk,2.298853076409707,3.1221690566477074e-05
obalonsk,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,obalonsk,obalonsk,obalonsk,2.298853076409707,3.1221690566477074e-05
fetched,1,8.942408208415342e-07,20.092833259818953,7,VBN,1,{'VBN'},0,fetch,fetch,fetch,2.298853076409707,3.1221690566477074e-05
prided,1,8.942408208415342e-07,20.092833259818953,6,VBD,1,{'VBD'},0,pride,pride,prid,2.298853076409707,3.1221690566477074e-05
second-class,1,8.942408208415342e-07,20.092833259818953,12,NN,1,{'NN'},0,second-class,second-class,second-class,2.298853076409707,3.1221690566477074e-05
edam,1,8.942408208415342e-07,20.092833259818953,4,NNP,1,{'NNP'},0,edam,edam,edam,2.298853076409707,3.1221690566477074e-05
twenty-second,1,8.942408208415342e-07,20.092833259818953,13,JJ,1,{'JJ'},0,twenty-second,twenty-second,twenty-second,2.298853076409707,3.1221690566477074e-05
disrespect,1,8.942408208415342e-07,20.092833259818953,10,NN,1,{'NN'},0,disrespect,disrespect,disrespect,2.298853076409707,3.1221690566477074e-05
suiting,1,8.942408208415342e-07,20.092833259818953,7,VBG,1,{'VBG'},0,suit,suit,suit,2.298853076409707,3.1221690566477074e-05
teeny,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,teeni,teeni,teeny,2.298853076409707,3.1221690566477074e-05
saleswizard,1,8.942408208415342e-07,20.092833259818953,11,NN,1,{'NN'},0,saleswizard,saleswizard,saleswizard,2.298853076409707,5.180280497576913e-05
chinking,1,8.942408208415342e-07,20.092833259818953,8,VBG,1,{'VBG'},0,chink,chink,chink,2.298853076409707,5.180280497576913e-05
mrweasley,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,mrweasley,mrweasley,mrweasley,2.298853076409707,5.180280497576913e-05
disclose,1,8.942408208415342e-07,20.092833259818953,8,VB,1,{'VB'},0,disclos,disclos,disclos,2.298853076409707,5.180280497576913e-05
pretence,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,pretenc,pretenc,pret,2.298853076409707,5.180280497576913e-05
collectible,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,collect,collect,collect,2.298853076409707,5.180280497576913e-05
preening,1,8.942408208415342e-07,20.092833259818953,8,VBG,1,{'VBG'},0,preen,preen,preen,2.298853076409707,5.180280497576913e-05
gong,1,8.942408208415342e-07,20.092833259818953,4,NN,1,{'NN'},0,gong,gong,gong,2.298853076409707,5.180280497576913e-05
paris,1,8.942408208415342e-07,20.092833259818953,5,NNP,1,{'NNP'},0,pari,pari,par,2.298853076409707,3.1221690566477074e-05
cathedrals,1,8.942408208415342e-07,20.092833259818953,10,NNS,1,{'NNS'},0,cathedr,cathedr,cathedr,2.298853076409707,3.1221690566477074e-05
repelling,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,repel,repel,repel,2.298853076409707,3.1221690566477074e-05
purple-and-gilt,1,8.942408208415342e-07,20.092833259818953,15,JJ,1,{'JJ'},0,purple-and-gilt,purple-and-gilt,purple-and-gilt,2.298853076409707,3.1221690566477074e-05
bluebottle,1,8.942408208415342e-07,20.092833259818953,10,NNP,1,{'NNP'},0,bluebottl,bluebottl,bluebottl,2.298853076409707,3.1221690566477074e-05
anti-burglar,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,anti-burglar,anti-burglar,anti-burglar,2.298853076409707,3.1221690566477074e-05
buzzer,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,buzzer,buzzer,buzz,2.298853076409707,3.1221690566477074e-05
mouthfull,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,mouthful,mouthful,mouthful,2.298853076409707,3.1221690566477074e-05
veelal,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,veelal,veelal,veel,2.298853076409707,3.1221690566477074e-05
veel,1,8.942408208415342e-07,20.092833259818953,4,JJ,1,{'JJ'},0,veel,veel,veel,2.298853076409707,3.1221690566477074e-05
hornets,1,8.942408208415342e-07,20.092833259818953,7,NNS,1,{'NNS'},0,hornet,hornet,hornet,2.298853076409707,3.1221690566477074e-05
seamless,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,seamless,seamless,seamless,2.298853076409707,3.1221690566477074e-05
scatter,1,8.942408208415342e-07,20.092833259818953,7,VB,1,{'VB'},0,scatter,scatter,scat,2.298853076409707,3.1221690566477074e-05
parachutes,1,8.942408208415342e-07,20.092833259818953,10,NNS,1,{'NNS'},0,parachut,parachut,parachut,2.298853076409707,3.1221690566477074e-05
ploughed,1,8.942408208415342e-07,20.092833259818953,8,VBN,1,{'VBN'},0,plough,plough,plough,2.298853076409707,3.1221690566477074e-05
revival,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,reviv,reviv,rev,2.298853076409707,3.1221690566477074e-05
unrivaled,1,8.942408208415342e-07,20.092833259818953,9,VBN,1,{'VBN'},0,unriv,unriv,unr,2.298853076409707,3.1221690566477074e-05
mediwizard,1,8.942408208415342e-07,20.092833259818953,10,NN,1,{'NN'},0,mediwizard,mediwizard,mediwizard,2.298853076409707,3.1221690566477074e-05
ploy,1,8.942408208415342e-07,20.092833259818953,4,NNP,1,{'NNP'},0,ploy,ploy,ploy,2.298853076409707,3.1221690566477074e-05
foul\,1,8.942408208415342e-07,20.092833259818953,5,NNP,1,{'NNP'},0,foul\,foul\,foul\,2.298853076409707,3.1221690566477074e-05
elongating,1,8.942408208415342e-07,20.092833259818953,10,VBG,1,{'VBG'},0,elong,elong,elong,2.298853076409707,3.1221690566477074e-05
cruel-beaked,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,cruel-beak,cruel-beak,cruel-beaked,2.298853076409707,3.1221690566477074e-05
recommenced,1,8.942408208415342e-07,20.092833259818953,11,VBD,1,{'VBD'},0,recommenc,recommenc,recom,2.298853076409707,3.1221690566477074e-05
scoreboard,1,8.942408208415342e-07,20.092833259818953,10,NN,1,{'NN'},0,scoreboard,scoreboard,scoreboard,2.298853076409707,3.1221690566477074e-05
160,1,8.942408208415342e-07,20.092833259818953,3,CD,1,{'CD'},0,160,160,160,2.298853076409707,3.1221690566477074e-05
omni-oculars,1,8.942408208415342e-07,20.092833259818953,12,NNP,1,{'NNP'},0,omni-ocular,omni-ocular,omni-oculars,2.298853076409707,3.1221690566477074e-05
porskoff,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,porskoff,porskoff,porskoff,2.298853076409707,3.1221690566477074e-05
moon-,1,8.942408208415342e-07,20.092833259818953,5,JJ,1,{'JJ'},0,moon-,moon-,moon-,2.298853076409707,3.1221690566477074e-05
merged,1,8.942408208415342e-07,20.092833259818953,6,VBN,1,{'VBN'},0,merg,merg,merg,2.298853076409707,3.1221690566477074e-05
white-gold,1,8.942408208415342e-07,20.092833259818953,10,JJ,1,{'JJ'},0,white-gold,white-gold,white-gold,2.298853076409707,3.1221690566477074e-05
springboard,1,8.942408208415342e-07,20.092833259818953,11,NN,1,{'NN'},0,springboard,springboard,springboard,2.298853076409707,3.1221690566477074e-05
honestlyl,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,honestlyl,honestlyl,honestlyl,2.298853076409707,3.1221690566477074e-05
green-and-,1,8.942408208415342e-07,20.092833259818953,10,JJ,1,{'JJ'},0,green-and-,green-and-,green-and-,2.298853076409707,3.1221690566477074e-05
oooohed,1,8.942408208415342e-07,20.092833259818953,7,VBD,1,{'VBD'},0,ooooh,ooooh,ooooh,2.298853076409707,3.1221690566477074e-05
aaaaahed,1,8.942408208415342e-07,20.092833259818953,8,VBD,1,{'VBD'},0,aaaaah,aaaaah,aaaaah,2.298853076409707,3.1221690566477074e-05
scarlet-clad,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,scarlet-clad,scarlet-clad,scarlet-clad,2.298853076409707,3.1221690566477074e-05
hawkshead,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,hawkshead,hawkshead,hawkshead,2.298853076409707,3.1221690566477074e-05
aaaaaaand,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,aaaaaaand,aaaaaaand,aaaaaaand,2.298853076409707,3.1221690566477074e-05
aaaaaand,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,aaaaaand,aaaaaand,aaaaaand,2.298853076409707,3.1221690566477074e-05
acclaimed,1,8.942408208415342e-07,20.092833259818953,9,VBD,1,{'VBD'},0,acclaim,acclaim,acclaim,2.298853076409707,3.1221690566477074e-05
chairwizard,1,8.942408208415342e-07,20.092833259818953,11,NNP,1,{'NNP'},0,chairwizard,chairwizard,chairwizard,2.298853076409707,3.1221690566477074e-05
briefest,1,8.942408208415342e-07,20.092833259818953,8,JJS,1,{'JJS'},0,briefest,briefest,briefest,2.298853076409707,3.1221690566477074e-05
theeeeeeeey,1,8.942408208415342e-07,20.092833259818953,11,NNP,1,{'NNP'},0,theeeeeeeey,theeeeeeeey,theeeeeeeey,2.298853076409707,3.1221690566477074e-05
custard-colored,1,8.942408208415342e-07,20.092833259818953,15,JJ,1,{'JJ'},0,custard-color,custard-color,custard-color,2.298853076409707,4.695945329104276e-05
blowflies,1,8.942408208415342e-07,20.092833259818953,9,NNS,1,{'NNS'},0,blowfli,blowfli,blowf,2.298853076409707,4.695945329104276e-05
irregular,1,8.942408208415342e-07,20.092833259818953,9,JJ,1,{'JJ'},0,irregular,irregular,irregul,2.298853076409707,6.526568084517807e-05
stargazers,1,8.942408208415342e-07,20.092833259818953,10,NNS,1,{'NNS'},0,stargaz,stargaz,stargaz,2.298853076409707,5.299094270457118e-05
grappling,1,8.942408208415342e-07,20.092833259818953,9,VBG,1,{'VBG'},0,grappl,grappl,grappl,2.298853076409707,6.876205660474116e-05
rigged,1,8.942408208415342e-07,20.092833259818953,6,VBD,1,{'VBD'},0,rig,rig,rig,2.298853076409707,6.876205660474116e-05
alibis,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,alibi,alibi,alib,2.298853076409707,5.299094270457118e-05
cock-and-,1,8.942408208415342e-07,20.092833259818953,9,JJ,1,{'JJ'},0,cock-and-,cock-and-,cock-and-,2.298853076409707,5.299094270457118e-05
t—,1,8.942408208415342e-07,20.092833259818953,2,JJ,1,{'JJ'},0,t—,t—,t—,2.298853076409707,5.299094270457118e-05
meddling,1,8.942408208415342e-07,20.092833259818953,8,VBG,1,{'VBG'},0,meddl,meddl,meddl,2.298853076409707,5.299094270457118e-05
gambled,1,8.942408208415342e-07,20.092833259818953,7,VBN,1,{'VBN'},0,gambl,gambl,gambl,2.298853076409707,5.299094270457118e-05
oiled,1,8.942408208415342e-07,20.092833259818953,5,VBN,1,{'VBN'},0,oil,oil,oil,2.298853076409707,5.299094270457118e-05
lecturin,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,lecturin,lecturin,lecturin,2.298853076409707,5.299094270457118e-05
snot,1,8.942408208415342e-07,20.092833259818953,4,NNP,1,{'NNP'},0,snot,snot,snot,2.298853076409707,5.299094270457118e-05
copyin,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,copyin,copyin,copyin,2.298853076409707,5.299094270457118e-05
shinin,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,shinin,shinin,shinin,2.298853076409707,5.299094270457118e-05
staggerin,1,8.942408208415342e-07,20.092833259818953,9,NN,1,{'NN'},0,staggerin,staggerin,staggerin,2.298853076409707,5.299094270457118e-05
silver-blue,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,silver-blu,silver-blu,silver-blue,2.298853076409707,5.299094270457118e-05
-bodied,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,-bodi,-bodi,-bodied,2.298853076409707,5.299094270457118e-05
bye-bye,1,8.942408208415342e-07,20.092833259818953,7,NNP,1,{'NNP'},0,bye-by,bye-by,bye-by,2.298853076409707,6.876205660474116e-05
playin,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,playin,playin,playin,2.298853076409707,6.876205660474116e-05
lullaby,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,lullabi,lullabi,lullaby,2.298853076409707,6.876205660474116e-05
1709,1,8.942408208415342e-07,20.092833259818953,4,CD,1,{'CD'},0,1709,1709,1709,2.298853076409707,6.876205660474116e-05
b-but,1,8.942408208415342e-07,20.092833259818953,5,NNP,1,{'NNP'},0,b-but,b-but,b-but,2.298853076409707,7.220015943497823e-05
color-coding,1,8.942408208415342e-07,20.092833259818953,12,VBG,1,{'VBG'},0,color-cod,color-cod,color-coding,2.298853076409707,6.876205660474116e-05
shhhh\,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,shhhh\,shhhh\,shhhh\,2.298853076409707,6.876205660474116e-05
shoutin,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,shoutin,shoutin,shoutin,2.298853076409707,6.876205660474116e-05
promisin,1,8.942408208415342e-07,20.092833259818953,8,JJ,1,{'JJ'},0,promisin,promisin,promisin,2.298853076409707,6.876205660474116e-05
rabbitin,1,8.942408208415342e-07,20.092833259818953,8,JJ,1,{'JJ'},0,rabbitin,rabbitin,rabbitin,2.298853076409707,6.876205660474116e-05
hebridean,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,hebridean,hebridean,hebrid,2.298853076409707,6.876205660474116e-05
ridgebacks,1,8.942408208415342e-07,20.092833259818953,10,NNP,1,{'NNP'},0,ridgeback,ridgeback,ridgeback,2.298853076409707,6.876205660474116e-05
ppose,1,8.942408208415342e-07,20.092833259818953,5,JJ,1,{'JJ'},0,ppose,ppose,ppos,2.298853076409707,6.876205660474116e-05
profit,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,profit,profit,profit,2.298853076409707,6.876205660474116e-05
hatches,1,8.942408208415342e-07,20.092833259818953,7,VBZ,1,{'VBZ'},0,hatch,hatch,hatch,2.298853076409707,6.876205660474116e-05
ridge-back,1,8.942408208415342e-07,20.092833259818953,10,NN,1,{'NN'},0,ridge-back,ridge-back,ridge-back,2.298853076409707,6.876205660474116e-05
trowels,1,8.942408208415342e-07,20.092833259818953,7,NNS,1,{'NNS'},0,trowel,trowel,trowel,2.298853076409707,6.876205660474116e-05
spiny,1,8.942408208415342e-07,20.092833259818953,5,JJ,1,{'JJ'},0,spini,spini,spiny,2.298853076409707,6.876205660474116e-05
wilder-looking,1,8.942408208415342e-07,20.092833259818953,14,JJ,1,{'JJ'},0,wilder-look,wilder-look,wilder-looking,2.298853076409707,5.299094270457118e-05
changin,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,changin,changin,changin,2.298853076409707,5.299094270457118e-05
carefull,1,8.942408208415342e-07,20.092833259818953,8,JJ,1,{'JJ'},0,careful,careful,careful,2.298853076409707,3.702572278716832e-05
aaaaaaaaaaargh,1,8.942408208415342e-07,20.092833259818953,14,NNP,1,{'NNP'},0,aaaaaaaaaaargh,aaaaaaaaaaargh,aaaaaaaaaaargh,2.298853076409707,5.299094270457118e-05
ghostie,1,8.942408208415342e-07,20.092833259818953,7,VBP,1,{'VBP'},0,ghosti,ghosti,ghosty,2.298853076409707,3.702572278716832e-05
beastie,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,beasti,beasti,beasty,2.298853076409707,3.702572278716832e-05
a-creeping,1,8.942408208415342e-07,20.092833259818953,10,NN,1,{'NN'},0,a-creep,a-creep,a-creeping,2.298853076409707,3.702572278716832e-05
bloodiness,1,8.942408208415342e-07,20.092833259818953,10,NN,1,{'NN'},0,bloodi,bloodi,bloody,2.298853076409707,3.702572278716832e-05
greasily,1,8.942408208415342e-07,20.092833259818953,8,RB,1,{'RB'},0,greasili,greasili,greasy,2.298853076409707,3.702572278716832e-05
lucky\,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,lucky\,lucky\,lucky\,2.298853076409707,3.702572278716832e-05
tendrils,1,8.942408208415342e-07,20.092833259818953,8,NNS,1,{'NNS'},0,tendril,tendril,tendril,2.298853076409707,3.702572278716832e-05
creepers,1,8.942408208415342e-07,20.092833259818953,8,NNS,1,{'NNS'},0,creeper,creeper,creep,2.298853076409707,3.702572278716832e-05
cringed,1,8.942408208415342e-07,20.092833259818953,7,VBD,1,{'VBD'},0,cring,cring,cring,2.298853076409707,3.702572278716832e-05
arching,1,8.942408208415342e-07,20.092833259818953,7,VBG,1,{'VBG'},0,arch,arch,arch,2.298853076409707,3.702572278716832e-05
keys\,1,8.942408208415342e-07,20.092833259818953,5,NNS,1,{'NNS'},0,keys\,keys\,keys\,2.298853076409707,3.702572278716832e-05
helmeted,1,8.942408208415342e-07,20.092833259818953,8,JJ,1,{'JJ'},0,helmet,helmet,helmet,2.298853076409707,3.702572278716832e-05
diagonally,1,8.942408208415342e-07,20.092833259818953,10,RB,1,{'RB'},0,diagon,diagon,diagon,2.298853076409707,3.702572278716832e-05
tackled,1,8.942408208415342e-07,20.092833259818953,7,VBN,1,{'VBN'},0,tackl,tackl,tackl,2.298853076409707,3.702572278716832e-05
puzzle,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,puzzl,puzzl,puzzl,2.298853076409707,3.702572278716832e-05
ghoulie,1,8.942408208415342e-07,20.092833259818953,7,VBP,1,{'VBP'},0,ghouli,ghouli,ghou,2.298853076409707,3.702572278716832e-05
separating,1,8.942408208415342e-07,20.092833259818953,10,VBG,1,{'VBG'},0,separ,separ,sep,2.298853076409707,3.702572278716832e-05
demands,1,8.942408208415342e-07,20.092833259818953,7,NNS,1,{'NNS'},0,demand,demand,demand,2.298853076409707,3.702572278716832e-05
foreheads,1,8.942408208415342e-07,20.092833259818953,9,NNS,1,{'NNS'},0,forehead,forehead,forehead,2.298853076409707,3.702572278716832e-05
donkeys,1,8.942408208415342e-07,20.092833259818953,7,NNS,1,{'NNS'},0,donkey,donkey,donkey,2.298853076409707,5.299094270457118e-05
half-life,1,8.942408208415342e-07,20.092833259818953,9,JJ,1,{'JJ'},0,half-lif,half-lif,half-life,2.298853076409707,5.299094270457118e-05
voz,1,8.942408208415342e-07,20.092833259818953,3,NNP,1,{'NNP'},0,voz,voz,voz,2.298853076409707,5.299094270457118e-05
fouls,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,foul,foul,foul,2.298853076409707,5.299094270457118e-05
anti-cheating,1,8.942408208415342e-07,20.092833259818953,13,NNP,1,{'NNP'},0,anti-ch,anti-ch,anti-cheating,2.298853076409707,3.702572278716832e-05
tap-dance,1,8.942408208415342e-07,20.092833259818953,9,NN,1,{'NN'},0,tap-danc,tap-danc,tap-dance,2.298853076409707,3.702572278716832e-05
flocking,1,8.942408208415342e-07,20.092833259818953,8,VBG,1,{'VBG'},0,flock,flock,flock,2.298853076409707,3.702572278716832e-05
buyin,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,buyin,buyin,buyin,2.298853076409707,3.702572278716832e-05
1637,1,8.942408208415342e-07,20.092833259818953,4,CD,1,{'CD'},0,1637,1637,1637,2.298853076409707,3.702572278716832e-05
uprising,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,upris,upris,upr,2.298853076409707,3.702572278716832e-05
elfric,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,elfric,elfric,elfr,2.298853076409707,3.702572278716832e-05
means\,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,means\,means\,means\,2.298853076409707,3.702572278716832e-05
shelling,1,8.942408208415342e-07,20.092833259818953,8,VBG,1,{'VBG'},0,shell,shell,shel,2.298853076409707,3.702572278716832e-05
dealer,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,dealer,dealer,deal,2.298853076409707,3.702572278716832e-05
b-b-but,1,8.942408208415342e-07,20.092833259818953,7,NNP,1,{'NNP'},0,b-b-but,b-b-but,b-b-but,2.298853076409707,7.220015943497823e-05
p-places,1,8.942408208415342e-07,20.092833259818953,8,NNS,1,{'NNS'},0,p-place,p-place,p-places,2.298853076409707,7.220015943497823e-05
broomshed,1,8.942408208415342e-07,20.092833259818953,9,VBN,1,{'VBN'},0,broomsh,broomsh,broomsh,2.298853076409707,7.220015943497823e-05
tight-lipped,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,tight-lip,tight-lip,tight-lipped,2.298853076409707,7.220015943497823e-05
belting,1,8.942408208415342e-07,20.092833259818953,7,VBG,1,{'VBG'},0,belt,belt,belt,2.298853076409707,7.357978031590138e-05
gains,1,8.942408208415342e-07,20.092833259818953,5,NNS,1,{'NNS'},0,gain,gain,gain,2.298853076409707,7.357978031590138e-05
sc-,1,8.942408208415342e-07,20.092833259818953,3,JJ,1,{'JJ'},0,sc-,sc-,sc-,2.298853076409707,7.357978031590138e-05
loop-the-loops,1,8.942408208415342e-07,20.092833259818953,14,NNS,1,{'NNS'},0,loop-the-loop,loop-the-loop,loop-the-loops,2.298853076409707,7.357978031590138e-05
wristwatches,1,8.942408208415342e-07,20.092833259818953,12,NNS,1,{'NNS'},0,wristwatch,wristwatch,wristwatch,2.298853076409707,7.357978031590138e-05
speeds,1,8.942408208415342e-07,20.092833259818953,6,NNS,1,{'NNS'},0,speed,speed,spee,2.298853076409707,7.357978031590138e-05
terence,1,8.942408208415342e-07,20.092833259818953,7,NNP,1,{'NNP'},0,terenc,terenc,ter,2.298853076409707,7.357978031590138e-05
ref,1,8.942408208415342e-07,20.092833259818953,3,NN,1,{'NN'},0,ref,ref,ref,2.298853076409707,7.357978031590138e-05
gray-faced,1,8.942408208415342e-07,20.092833259818953,10,JJ,1,{'JJ'},0,gray-fac,gray-fac,gray-faced,2.298853076409707,7.357978031590138e-05
greek,1,8.942408208415342e-07,20.092833259818953,5,JJ,1,{'JJ'},0,greek,greek,greek,2.298853076409707,7.357978031590138e-05
chappie,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,chappi,chappi,chappy,2.298853076409707,7.357978031590138e-05
meddlin,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,meddlin,meddlin,meddlin,2.298853076409707,7.357978031590138e-05
lion-fish,1,8.942408208415342e-07,20.092833259818953,9,JJ,1,{'JJ'},0,lion-fish,lion-fish,lion-fish,2.298853076409707,4.639367674536753e-05
wide-mouthed,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,wide-mouth,wide-mouth,wide-mouthed,2.298853076409707,4.639367674536753e-05
fir,1,8.942408208415342e-07,20.092833259818953,3,NN,1,{'NN'},0,fir,fir,fir,2.298853076409707,4.639367674536753e-05
clobbered,1,8.942408208415342e-07,20.092833259818953,9,VBN,1,{'VBN'},0,clobber,clobber,clob,2.298853076409707,7.357978031590138e-05
saints,1,8.942408208415342e-07,20.092833259818953,6,NNS,1,{'NNS'},0,saint,saint,saint,2.298853076409707,7.357978031590138e-05
sahara,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,sahara,sahara,sahar,2.298853076409707,7.357978031590138e-05
gar,1,8.942408208415342e-07,20.092833259818953,3,NN,1,{'NN'},0,gar,gar,gar,2.298853076409707,4.512509964686139e-05
different-sized,1,8.942408208415342e-07,20.092833259818953,15,JJ,1,{'JJ'},0,different-s,different-s,different-sized,2.298853076409707,4.512509964686139e-05
baseball,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,basebal,basebal,basebal,2.298853076409707,4.512509964686139e-05
weave,1,8.942408208415342e-07,20.092833259818953,5,VB,1,{'VB'},0,weav,weav,weav,2.298853076409707,4.512509964686139e-05
buffalo,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,buffalo,buffalo,buffalo,2.298853076409707,4.512509964686139e-05
wing-gar-dium,1,8.942408208415342e-07,20.092833259818953,13,JJ,1,{'JJ'},0,wing-gar-dium,wing-gar-dium,wing-gar-dium,2.298853076409707,4.512509964686139e-05
levi-o-sa,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,levi-o-sa,levi-o-sa,levi-o-sa,2.298853076409707,4.512509964686139e-05
leviosav,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,leviosav,leviosav,leviosav,2.298853076409707,4.512509964686139e-05
referees,1,8.942408208415342e-07,20.092833259818953,8,NNS,1,{'NNS'},0,refere,refere,ref,2.298853076409707,7.357978031590138e-05
waggled,1,8.942408208415342e-07,20.092833259818953,7,VBD,1,{'VBD'},0,waggl,waggl,waggl,2.298853076409707,4.512509964686139e-05
pea-brain,1,8.942408208415342e-07,20.092833259818953,9,NN,1,{'NN'},0,pea-brain,pea-brain,pea-brain,2.298853076409707,4.512509964686139e-05
glue,1,8.942408208415342e-07,20.092833259818953,4,NN,1,{'NN'},0,glue,glue,glu,2.298853076409707,4.512509964686139e-05
boogers,1,8.942408208415342e-07,20.092833259818953,7,NNS,1,{'NNS'},0,booger,booger,boog,2.298853076409707,4.512509964686139e-05
defrosting,1,8.942408208415342e-07,20.092833259818953,10,VBG,1,{'VBG'},0,defrost,defrost,defrost,2.298853076409707,7.357978031590138e-05
